selling_price,km_driven,seats,mileage_num,engine_cc,max_power_bhp,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,no_years
350000,110000,5.0,20.8,1461.0,64.1,1,0,0,1,0,1,0,1,0,0,7
350000,35000,5.0,20.51,998.0,67.04,0,0,1,1,0,1,0,0,0,0,7
380000,35000,5.0,20.51,998.0,67.04,0,0,1,1,0,1,0,0,0,0,7
400000,140000,7.0,14.07,2956.0,69.01,1,0,0,1,0,1,0,0,0,0,4
220000,40000,5.0,19.0,998.0,67.1,0,0,1,1,0,1,0,0,0,0,11
270000,110000,7.0,14.4,2179.0,120.0,1,0,0,1,0,1,0,0,0,1,13
275000,70000,5.0,18.5,1197.0,85.8,0,0,1,1,0,1,0,1,0,0,9
125000,100000,5.0,17.0,1405.0,71.0,1,0,0,1,0,1,0,1,0,0,12
360000,20000,5.0,19.81,1086.0,68.05,0,0,1,1,0,1,0,0,0,0,6
550000,15000,5.0,18.9,1197.0,81.86,0,0,1,1,0,1,0,0,0,0,2
200000,70000,5.0,16.6,1388.0,68.0,0,0,1,1,0,1,0,1,0,0,10
327000,20000,6.0,18.15,1198.0,82.0,0,0,1,1,0,1,0,0,0,0,5
425000,15000,5.0,19.81,1086.0,68.05,0,0,1,1,0,1,0,0,0,0,5
620000,107000,5.0,28.4,1248.0,74.02,1,0,0,1,0,1,0,0,0,0,4
130000,54000,5.0,18.4,1248.0,75.0,1,0,0,1,0,1,0,1,0,0,10
120000,58000,5.0,19.7,796.0,46.3,0,0,1,1,0,1,0,0,0,0,12
400000,110000,8.0,12.05,2179.0,120.0,1,0,0,1,0,1,0,1,0,0,10
185000,90000,5.0,16.8,1493.0,110.0,1,0,0,1,0,1,1,0,0,0,14
204999,43000,5.0,20.3,998.0,68.05,0,0,1,1,0,1,0,1,0,0,6
625000,43000,5.0,28.4,1248.0,74.02,1,0,0,1,0,1,0,0,0,0,4
600000,60000,7.0,20.77,1248.0,88.8,1,0,0,1,0,1,0,0,0,0,8
150000,150000,5.0,12.8,1396.0,85.0,0,0,1,1,0,1,0,0,0,0,10
300000,35000,5.0,23.01,999.0,67.0,0,0,1,1,0,1,0,0,0,0,4
229999,46000,5.0,18.2,1199.0,84.8,0,0,1,1,0,1,0,0,0,0,8
220000,10000,8.0,16.8,796.0,34.2,0,0,1,1,0,1,0,0,0,0,3
576000,35000,5.0,18.6,1197.0,81.83,0,0,1,1,0,1,0,0,0,0,5
265000,50000,5.0,25.17,799.0,53.3,0,0,1,1,0,1,0,0,0,0,5
50000,60000,5.0,18.89078740157478,1418.9650590551182,89.08584830216492,0,0,1,1,0,1,0,0,0,1,16
300000,80000,5.0,22.32,1582.0,126.32,1,0,0,1,0,1,0,0,0,0,10
420000,110000,5.0,24.7,1047.0,69.0,1,0,0,1,0,1,0,0,0,0,4
750000,14000,7.0,20.77,1248.0,88.76,1,0,0,1,0,1,0,0,0,0,6
165000,60000,5.0,30.46,796.0,47.3,0,0,0,1,0,1,0,1,0,0,9
290000,28000,5.0,25.17,799.0,53.3,0,0,1,1,0,1,0,0,0,0,4
160000,57000,5.0,21.1,814.0,55.2,0,0,1,1,0,1,0,0,0,0,10
695000,50000,5.0,26.59,1248.0,74.0,1,0,0,1,0,1,0,0,0,0,4
231000,70000,5.0,26.2,998.0,58.2,0,1,0,1,0,1,0,0,0,0,9
1050000,60000,5.0,21.43,1364.0,87.2,1,0,0,1,0,1,0,0,0,0,6
400000,70000,5.0,18.5,1197.0,82.85,0,0,1,1,0,1,0,0,0,0,8
500000,40000,5.0,18.6,1197.0,81.83,0,0,1,1,0,1,0,0,0,0,5
150000,120000,5.0,21.12,1248.0,88.8,1,0,0,1,0,1,0,1,0,0,11
400000,140000,7.0,14.02,2179.0,118.3,1,0,0,1,0,1,0,1,0,0,5
120000,100000,5.0,17.0,1405.0,70.0,1,0,0,1,0,1,0,1,0,0,11
480000,120000,7.0,14.02,2179.0,118.3,1,0,0,1,0,1,0,1,0,0,7
200000,120000,5.0,19.09,1405.0,69.01,1,0,0,1,0,1,0,1,0,0,8
300000,64000,5.0,17.8,1399.0,67.0,1,0,0,1,0,1,0,1,0,0,9
350000,25000,5.0,23.1,998.0,67.04,0,0,1,1,0,1,0,0,0,0,6
580000,12000,7.0,20.0,999.0,72.0,0,0,1,1,0,1,0,0,0,0,2
200000,70000,5.0,25.44,936.0,57.6,1,0,0,1,0,1,0,1,0,0,9
750000,120000,5.0,11.0,2179.0,120.0,1,0,0,1,0,1,0,0,0,0,5
261000,90000,5.0,25.17,799.0,53.3,0,0,1,1,0,1,0,0,0,0,5
371000,40000,5.0,18.2,1199.0,82.4,0,0,1,1,0,1,0,0,0,0,6
320000,300000,7.0,13.6,2523.0,63.0,1,0,0,1,0,1,0,0,0,1,11
204999,120000,5.0,19.09,1396.0,69.0,1,0,0,1,0,1,0,1,0,0,9
110000,90000,5.0,13.2,1495.0,94.0,0,0,1,1,0,1,0,1,0,0,18
150000,100000,5.0,17.7,1399.0,68.0,1,0,0,1,0,1,1,0,0,0,12
625000,90000,7.0,15.96,2523.0,62.1,1,0,0,1,0,1,0,1,0,0,5
1300000,50000,7.0,15.4,1997.0,120.0,1,0,0,1,0,1,0,1,0,0,4
900000,168000,5.0,20.6,1968.0,141.0,1,0,0,1,0,1,0,0,0,0,6
180000,110000,5.0,20.0,1399.0,68.0,1,0,0,1,0,1,0,1,0,0,11
421000,120000,7.0,13.6,2523.0,63.0,1,0,0,1,0,1,0,1,0,0,11
204999,120000,5.0,19.09,1396.0,69.0,1,0,0,1,0,1,0,1,0,0,9
900000,40000,5.0,25.5,1498.0,98.6,1,0,0,1,0,1,0,0,0,0,4
165000,110000,5.0,17.7,1497.0,78.0,0,0,1,1,0,1,0,1,0,0,15
270000,100000,5.0,21.9,1396.0,90.0,1,0,0,1,0,1,1,0,0,0,11
750000,40000,5.0,24.3,1248.0,88.5,1,0,0,1,0,1,0,0,0,0,4
750000,30000,5.0,18.6,1197.0,81.86,0,0,1,1,0,1,0,0,0,0,2
40000,80000,4.0,16.1,796.0,37.0,0,0,1,1,0,1,0,0,0,1,19
190000,90000,5.0,20.0,1399.0,68.0,1,0,0,1,0,1,0,1,0,0,10
395000,200000,7.0,12.8,2494.0,102.0,1,0,0,1,0,1,0,0,0,1,12
800000,125000,7.0,11.5,2982.0,171.0,1,0,0,1,0,1,0,1,0,0,11
315000,80000,5.0,17.0,1197.0,80.0,0,0,1,1,0,1,0,0,0,0,10
1600000,44000,5.0,16.55,1968.0,147.51,1,0,0,1,0,0,0,1,0,0,7
409999,90000,5.0,23.59,1364.0,67.04,1,0,0,1,0,1,0,0,0,0,8
580000,32000,5.0,18.9,1197.0,81.86,0,0,1,1,0,1,0,0,0,0,3
340000,70000,5.0,18.5,1197.0,82.85,0,0,1,1,0,1,0,0,0,0,8
270000,43000,5.0,21.1,814.0,55.2,0,0,1,1,0,1,0,0,0,0,6
280000,80000,5.0,22.95,1248.0,74.0,1,0,0,1,0,1,0,0,0,0,4
130000,60000,5.0,22.3,1248.0,74.0,1,0,0,1,0,1,0,0,0,0,9
260000,18945,5.0,21.1,814.0,55.2,0,0,1,1,0,1,0,0,0,0,7
710000,70000,5.0,24.0,1186.0,73.97,1,0,0,1,0,1,0,0,0,0,3
204999,100000,7.0,15.1,1196.0,73.0,0,0,1,1,0,1,0,0,0,1,8
300000,60000,7.0,20.62,1198.0,67.0,0,0,1,1,0,1,0,0,0,0,4
180000,144000,5.0,19.3,1248.0,73.9,1,0,0,1,0,1,0,1,0,0,12
700000,120000,7.0,18.49,1493.0,100.0,1,0,0,1,0,1,0,0,0,0,5
320000,107825,5.0,21.9,1396.0,90.0,1,0,0,1,0,1,0,1,0,0,9
370000,15000,5.0,22.05,796.0,47.3,0,0,1,1,0,1,0,0,0,0,1
340000,10000,5.0,25.17,799.0,53.3,0,0,1,1,0,1,0,0,0,0,3
1040000,1620,6.0,19.01,1462.0,103.2,0,0,1,1,0,1,0,0,0,0,2
750000,30000,5.0,21.19,1396.0,88.76,1,0,0,1,0,1,0,0,0,0,3
600000,70000,9.0,18.49,2179.0,120.0,1,0,0,1,0,1,0,0,0,0,3
550000,70000,9.0,15.96,2523.0,63.0,1,0,0,1,0,1,0,0,0,0,5
600000,95000,7.0,12.99,2494.0,100.57,1,0,0,1,0,1,0,1,0,0,8
550000,50000,5.0,24.7,1047.0,69.0,1,0,0,1,0,1,0,0,0,0,4
750000,160000,5.0,25.1,1498.0,98.6,1,0,0,1,0,1,0,0,0,0,6
450000,10000,5.0,20.3,1086.0,68.0,0,0,1,1,0,1,0,0,0,0,2
400000,100000,7.0,20.77,1248.0,88.76,1,0,0,1,0,1,0,0,0,1,9
520000,50000,5.0,25.2,1248.0,74.0,1,0,0,1,0,1,0,1,0,0,5
199000,60000,5.0,20.2,998.0,67.1,0,0,1,1,0,1,0,1,0,0,8
150000,110000,5.0,25.44,936.0,57.6,1,0,0,1,0,1,0,0,0,0,9
540000,80000,5.0,21.19,1396.0,88.73,1,0,0,1,0,1,0,0,0,1,5
250000,85000,5.0,21.5,1248.0,88.8,1,0,0,1,0,1,0,1,0,0,10
200000,90000,5.0,18.9,1061.0,67.0,0,0,1,1,0,1,0,1,0,0,11
130000,90000,5.0,25.0,1396.0,69.0,1,0,0,1,0,1,0,1,0,0,10
90000,90000,4.0,16.1,796.0,37.0,0,0,1,1,0,1,0,0,0,0,14
450000,120000,5.0,22.32,1582.0,126.32,1,0,0,1,0,1,0,1,0,0,9
280000,120000,5.0,18.1,1493.0,110.0,1,0,0,1,0,1,0,0,0,0,12
280000,160000,7.0,13.93,2956.0,138.1,1,0,0,1,0,1,0,1,0,0,14
120000,141000,5.0,17.3,993.0,60.0,0,0,1,1,0,1,0,1,0,0,15
290000,100000,5.0,17.8,1248.0,75.0,1,0,0,1,0,1,0,1,0,0,13
1000000,15000,5.0,22.1,1396.0,88.7,1,0,0,1,0,1,0,0,0,0,2
415000,108000,5.0,19.3,1248.0,73.9,1,0,0,1,0,1,0,0,0,0,9
415000,108000,5.0,23.4,1248.0,74.0,1,0,0,1,0,1,0,0,0,0,9
240000,55000,5.0,25.44,936.0,56.3,1,0,0,1,0,1,0,0,0,0,6
250000,37944,5.0,18.4,1248.0,75.0,1,0,0,1,0,1,0,0,0,0,11
175000,90400,5.0,20.0,1399.0,68.0,1,0,0,1,0,1,0,0,0,0,10
220000,85000,5.0,16.8,1493.0,110.0,1,0,0,1,0,1,0,1,0,0,13
85000,120000,5.0,20.8,1527.0,58.0,1,0,0,1,0,1,0,0,0,1,18
675000,5000,5.0,21.21,1197.0,81.8,0,0,1,1,0,1,0,0,0,0,2
535000,50000,5.0,19.87,1461.0,83.8,1,0,0,1,0,1,0,0,0,0,5
675000,5000,7.0,20.0,999.0,72.0,0,0,1,1,0,1,0,0,0,0,2
800000,90000,5.0,24.3,1248.0,88.5,1,0,0,1,0,1,0,0,0,0,5
425000,96000,7.0,20.77,1248.0,88.8,1,0,0,1,0,1,0,1,0,0,9
150000,80000,5.0,15.37,1196.0,73.0,0,0,1,1,0,1,0,0,0,1,10
90000,60000,5.0,18.2,1061.0,64.0,0,0,1,1,0,1,0,1,0,0,14
850000,90000,7.0,15.1,2179.0,140.0,1,0,0,1,0,1,0,0,0,0,6
330000,193623,8.0,12.8,2494.0,102.0,1,0,0,1,0,1,0,1,0,0,13
850000,63186,5.0,22.54,1396.0,88.73,1,0,0,1,0,1,0,0,0,0,4
305000,219000,7.0,13.6,2523.0,63.0,1,0,0,1,0,1,0,1,0,0,13
910000,110000,7.0,12.99,2494.0,100.0,1,0,0,1,0,1,0,1,0,0,8
1100000,151000,8.0,12.8,2494.0,102.0,1,0,0,1,0,1,0,0,0,0,9
675000,5000,5.0,21.4,1197.0,83.1,0,0,1,1,0,0,0,0,0,0,2
150000,91500,5.0,19.7,796.0,46.3,0,0,1,1,0,1,0,0,0,0,11
550000,23000,5.0,25.2,1248.0,74.0,1,0,0,1,0,1,0,0,0,0,6
350000,40000,5.0,20.54,1598.0,103.6,1,0,0,1,0,1,0,0,0,0,9
300000,70000,5.0,23.2,1248.0,73.94,1,0,0,1,0,1,0,0,0,0,9
1745000,10000,7.0,11.36,2755.0,171.5,1,0,0,1,0,0,0,0,0,0,3
611000,90000,7.0,14.0,2523.0,75.0,1,0,0,1,0,1,0,1,0,0,7
400000,68000,5.0,19.4,1198.0,86.8,0,0,1,1,0,1,0,0,0,0,5
700000,120000,5.0,22.7,1582.0,126.24,1,0,0,1,0,1,0,0,0,0,8
300000,65000,5.0,22.1,1248.0,76.9,1,0,0,1,0,1,0,0,0,0,8
65000,85000,5.0,15.3,1341.0,83.0,0,0,1,1,0,1,0,0,0,0,16
200000,94000,5.0,18.9,998.0,67.1,0,0,1,1,0,1,0,0,0,1,10
650000,100000,5.0,22.54,1396.0,88.73,1,0,0,1,0,1,0,0,0,0,6
650000,80000,5.0,22.54,1396.0,88.73,1,0,0,1,0,1,0,0,0,0,6
350000,80000,5.0,22.07,1199.0,73.9,1,0,0,1,0,1,0,0,0,1,8
75000,140500,5.0,17.88,1396.0,52.8,1,0,0,1,0,1,0,0,0,1,10
240000,143000,5.0,17.5,1298.0,85.8,0,0,1,1,0,1,0,0,0,0,11
240000,60000,5.0,20.92,998.0,67.1,0,0,1,1,0,1,0,0,0,0,8
180000,120000,5.0,18.4,1248.0,75.0,1,0,0,1,0,1,0,1,0,0,10
900000,80000,7.0,13.01,2199.0,194.3,1,0,0,1,0,0,0,1,0,0,7
425000,63000,7.0,18.06,2523.0,63.0,1,0,0,1,0,1,0,1,0,0,7
95000,120000,5.0,18.0,995.0,62.0,0,0,1,1,0,1,0,0,0,1,12
811000,100000,5.0,28.4,1248.0,74.02,1,0,0,1,0,1,0,0,0,0,3
1100000,60000,5.0,17.0,1591.0,121.3,0,0,1,1,0,1,0,0,0,0,3
600000,90000,9.0,13.58,2499.0,72.4,1,0,0,1,0,1,0,0,0,0,8
550000,50000,7.0,20.77,1248.0,88.76,1,0,0,1,0,1,0,1,0,0,7
715000,70000,7.0,15.4,2179.0,120.0,1,0,0,1,0,1,0,0,0,0,6
300000,40000,5.0,18.89078740157478,1418.9650590551182,89.08584830216492,1,0,0,1,0,1,0,0,0,0,11
100000,120000,5.0,16.1,1405.0,70.0,1,0,0,1,0,1,0,0,0,1,15
500000,195000,8.0,14.0,2523.0,75.0,1,0,0,1,0,1,0,0,0,0,8
350000,40000,5.0,20.51,998.0,67.04,0,0,1,1,0,1,0,0,0,0,8
100000,40000,5.0,16.8,1405.0,62.0,1,0,0,1,0,1,0,0,0,0,13
325000,120000,7.0,13.93,2179.0,138.03,1,0,0,1,0,1,0,0,0,0,9
220000,360003,5.0,18.9,998.0,67.1,0,0,1,1,0,1,0,1,0,0,9
55000,60000,4.0,16.1,796.0,37.0,0,0,1,1,0,1,0,1,0,0,22
330000,20000,5.0,25.17,799.0,53.3,0,0,1,1,0,1,0,0,0,0,5
480000,37000,7.0,15.96,2523.0,62.1,1,0,0,1,0,1,0,0,0,0,7
950000,57000,5.0,25.1,1248.0,88.5,1,0,0,1,0,1,0,1,0,0,3
300000,110000,5.0,16.2,1493.0,110.0,1,0,0,1,0,1,0,1,0,0,10
170000,110000,5.0,13.9,1599.0,103.2,0,0,1,1,0,1,1,0,0,0,15
850000,120000,8.0,12.99,2494.0,100.57,1,0,0,1,0,1,0,1,0,0,8
900000,8079,5.0,24.7,1047.0,69.0,1,0,0,0,0,1,0,0,0,0,2
1325000,114368,7.0,12.99,2494.0,100.6,1,0,0,0,0,1,0,1,0,0,6
350000,79990,5.0,17.8,1399.0,67.0,1,0,0,0,0,1,0,1,0,0,9
425000,81632,5.0,20.0,1399.0,68.0,1,0,0,0,0,1,0,0,0,0,9
600000,155201,5.0,26.1,1498.0,99.23,1,0,0,0,0,1,0,0,0,0,5
750000,101504,5.0,22.7,1498.0,89.84,1,0,0,0,0,1,0,0,0,0,7
450000,90165,5.0,17.8,1399.0,67.0,1,0,0,0,0,1,0,0,0,0,9
325000,86017,5.0,25.5,1498.0,99.23,1,0,0,0,0,1,0,1,0,0,11
900000,85036,7.0,15.1,2179.0,140.0,1,0,0,0,0,1,0,1,0,0,8
350000,160254,5.0,18.89078740157478,1418.9650590551182,89.08584830216492,1,0,0,0,0,1,0,1,0,0,8
600000,125531,5.0,22.77,1498.0,98.59,1,0,0,0,0,1,0,1,0,0,8
1100000,10000,5.0,17.0,1591.0,121.3,0,0,1,1,0,1,0,0,0,0,2
520000,20000,5.0,23.84,1199.0,84.0,0,0,1,1,0,1,0,0,0,0,4
885000,170000,7.0,15.4,2179.0,120.0,1,0,0,1,0,1,0,0,0,0,6
950000,40000,5.0,21.5,1497.0,108.5,1,0,0,1,0,0,0,0,0,0,3
229999,120000,5.0,17.0,1497.0,118.0,0,0,1,1,0,1,0,1,0,0,13
409999,100000,5.0,23.2,1248.0,73.94,1,0,0,1,0,1,0,0,0,1,8
300000,110000,5.0,17.8,1399.0,68.0,1,0,0,1,0,1,0,0,0,1,10
175000,120000,5.0,16.8,1405.0,68.0,1,0,0,1,0,1,0,0,0,1,13
108000,206000,5.0,19.7,796.0,46.3,0,0,1,1,0,1,1,0,0,0,21
425000,40000,5.0,23.1,998.0,67.04,0,0,1,1,0,1,0,1,0,0,4
272000,170000,5.0,16.52,1991.0,123.7,1,0,0,1,0,1,1,0,0,0,10
310000,70000,5.0,19.81,1086.0,68.05,0,0,1,1,0,1,0,0,0,0,8
1125000,105000,5.0,21.38,1396.0,88.7,1,0,0,1,0,1,0,0,0,0,4
450000,46000,5.0,19.1,1197.0,81.86,0,0,1,1,0,1,0,1,0,0,7
388000,80000,5.0,22.07,1199.0,73.9,1,0,0,1,0,1,0,1,0,0,10
400000,60000,5.0,16.2,1599.0,103.2,0,0,1,1,0,1,0,0,0,0,10
760000,70000,5.0,25.1,1498.0,98.6,1,0,0,1,0,1,0,0,0,1,6
120000,90000,5.0,19.7,796.0,46.3,0,0,1,1,0,1,0,0,0,0,12
757000,25000,5.0,28.4,1248.0,74.02,1,0,0,1,0,1,0,0,0,0,2
270000,53000,5.0,22.74,796.0,47.3,0,0,1,1,0,1,0,1,0,0,6
250000,90000,7.0,13.55,2179.0,118.35,1,0,0,1,0,1,0,1,0,0,10
800000,60000,7.0,12.8,2494.0,102.0,1,0,0,1,0,1,0,0,0,0,10
1380000,150000,7.0,13.0,2982.0,168.5,1,0,0,1,0,1,0,0,0,0,7
700000,24000,6.0,16.55,2498.0,105.0,1,0,0,1,0,1,0,0,0,0,7
450000,100000,7.0,24.2,1498.0,98.6,1,0,0,1,0,1,0,1,0,0,5
650000,6000,6.0,18.15,1198.0,82.0,0,0,1,1,0,1,0,0,0,0,3
950000,49700,7.0,15.1,2179.0,140.0,1,0,0,1,0,1,0,0,0,0,8
626000,80000,7.0,12.8,2494.0,102.0,1,0,0,1,0,1,0,1,0,0,14
200000,100000,5.0,18.89078740157478,1418.9650590551182,89.08584830216492,1,0,0,1,0,1,0,0,0,0,21
600000,10000,5.0,21.21,1197.0,81.8,0,0,1,1,0,0,0,0,0,0,2
290000,21000,5.0,25.17,799.0,53.3,0,0,1,1,0,1,0,0,0,0,2
215000,25000,5.0,20.92,998.0,67.1,0,0,1,1,0,1,0,0,0,0,8
250000,22000,5.0,25.17,799.0,53.3,0,0,1,1,0,1,0,0,0,0,5
750000,50000,7.0,24.52,1248.0,88.5,1,0,0,1,0,1,0,0,0,0,4
250000,20000,5.0,23.95,998.0,67.05,0,0,1,1,0,1,0,1,0,0,5
950000,15000,7.0,15.4,1497.0,117.3,0,0,1,1,0,0,0,0,0,0,4
793000,30000,5.0,25.83,1498.0,99.0,1,0,0,1,0,1,0,0,0,0,3
750000,74000,5.0,19.67,1582.0,126.2,1,0,0,1,0,1,0,0,0,0,6
725000,6550,5.0,18.2,1199.0,88.7,0,0,1,1,0,0,0,0,0,0,4
480000,30000,5.0,24.0,1120.0,70.0,1,0,0,1,0,1,0,0,0,0,5
3750000,56000,4.0,11.2,2993.0,241.0,1,0,0,0,0,0,0,0,0,0,8
795000,41779,5.0,21.21,1197.0,81.8,0,0,1,0,0,1,0,0,0,0,3
625000,54000,5.0,18.7,1199.0,88.7,0,0,1,0,0,1,0,0,0,0,5
2900000,31000,5.0,13.0,2143.0,204.0,1,0,0,0,0,0,0,0,0,0,5
625000,37000,5.0,26.8,1248.0,74.0,1,0,0,1,0,0,0,0,0,0,4
440000,90000,4.0,18.1,1991.0,147.9,1,0,0,1,0,0,0,1,0,0,10
1400000,13534,5.0,14.28,1798.0,138.03,0,0,1,0,0,1,0,0,0,0,3
1450000,7000,5.0,14.53,1794.0,138.1,0,0,1,0,0,0,0,1,0,0,4
2700000,23000,5.0,17.9,2143.0,136.0,1,0,0,0,0,0,0,0,0,0,4
1925000,43000,8.0,11.36,2755.0,171.5,1,0,0,0,0,0,0,0,0,0,2
1900000,5000,5.0,17.8,1493.0,113.4,1,0,0,0,0,0,0,0,0,0,1
844999,70000,5.0,28.09,1248.0,88.5,1,0,0,0,0,1,0,0,0,0,4
650000,99000,5.0,21.66,1498.0,103.52,1,0,0,0,0,0,0,0,0,0,5
750000,15000,5.0,22.0,1197.0,81.8,0,0,1,0,0,1,0,0,0,0,3
6000000,28156,4.0,17.09,2993.0,261.4,1,0,0,0,0,0,0,0,0,0,3
610000,30000,5.0,18.7,1199.0,88.7,0,0,1,0,0,1,0,0,0,0,6
2940000,100000,7.0,12.9,2755.0,174.5,1,0,0,0,0,0,0,0,0,0,3
1150000,63309,5.0,19.67,1582.0,126.2,1,0,0,0,0,1,0,0,0,0,4
1825000,94000,7.0,11.36,2755.0,171.5,1,0,0,0,0,0,0,0,0,0,5
890000,29000,5.0,17.4,1197.0,81.86,0,0,1,0,0,0,0,0,0,0,3
2625000,9000,5.0,13.6,1999.0,177.0,1,0,0,0,0,0,0,0,0,0,4
5150000,20000,5.0,22.37,2487.0,214.56,0,0,1,0,0,0,0,0,0,0,2
3200000,45000,5.0,19.33,1999.0,177.0,1,0,0,0,0,0,0,0,0,0,4
503000,110000,7.0,14.1,2179.0,147.94,1,0,0,1,0,1,0,0,0,0,6
3800000,20000,5.0,18.0,1969.0,190.0,1,0,0,1,0,0,0,0,0,0,2
2000000,68089,5.0,19.16,2494.0,157.7,0,0,1,0,1,0,0,0,0,0,5
225000,58343,5.0,21.79,998.0,67.05,0,0,1,0,1,1,0,0,0,0,8
740000,38817,5.0,27.39,1248.0,74.0,1,0,0,0,0,1,0,0,0,0,3
550000,56494,5.0,18.2,1199.0,88.7,0,0,1,0,1,1,0,0,0,0,5
750000,79328,7.0,12.99,2494.0,100.6,1,0,0,0,1,1,0,1,0,0,8
650000,5621,5.0,22.0,1197.0,81.8,0,0,1,0,1,0,0,0,0,0,2
625000,25538,5.0,16.78,1496.0,88.73,0,0,1,0,1,1,0,0,0,0,4
600000,69779,5.0,22.0,1197.0,81.8,0,0,1,0,0,0,0,0,0,0,3
450000,56290,5.0,24.0,1186.0,73.97,1,0,0,0,0,1,0,0,0,0,4
5400000,7500,5.0,16.78,1995.0,190.0,1,0,0,0,0,0,0,0,0,0,2
5500000,8500,5.0,16.78,1995.0,190.0,1,0,0,0,0,0,0,0,0,0,2
779000,7032,5.0,19.0,1199.0,88.76,0,0,1,0,1,0,0,0,0,0,2
645000,11000,5.0,14.3,1598.0,103.5,0,0,1,0,0,0,0,0,0,0,5
2475000,2000,5.0,16.8,1984.0,150.0,1,0,0,0,0,0,0,0,0,0,3
2625000,9000,5.0,13.6,1999.0,177.0,1,0,0,0,0,0,0,0,0,0,4
5150000,20000,5.0,22.37,2487.0,214.56,0,0,1,0,0,0,0,0,0,0,2
3200000,45000,5.0,19.33,1999.0,177.0,1,0,0,0,0,0,0,0,0,0,4
503000,110000,7.0,14.1,2179.0,147.94,1,0,0,1,0,1,0,0,0,0,6
3800000,20000,5.0,18.0,1969.0,190.0,1,0,0,1,0,0,0,0,0,0,2
2000000,68089,5.0,19.16,2494.0,157.7,0,0,1,0,1,0,0,0,0,0,5
225000,58343,5.0,21.79,998.0,67.05,0,0,1,0,1,1,0,0,0,0,8
740000,38817,5.0,27.39,1248.0,74.0,1,0,0,0,0,1,0,0,0,0,3
550000,56494,5.0,18.2,1199.0,88.7,0,0,1,0,1,1,0,0,0,0,5
750000,79328,7.0,12.99,2494.0,100.6,1,0,0,0,1,1,0,1,0,0,8
650000,5621,5.0,22.0,1197.0,81.8,0,0,1,0,1,0,0,0,0,0,2
625000,25538,5.0,16.78,1496.0,88.73,0,0,1,0,1,1,0,0,0,0,4
600000,69779,5.0,22.0,1197.0,81.8,0,0,1,0,0,0,0,0,0,0,3
450000,56290,5.0,24.0,1186.0,73.97,1,0,0,0,0,1,0,0,0,0,4
5400000,7500,5.0,16.78,1995.0,190.0,1,0,0,0,0,0,0,0,0,0,2
5500000,8500,5.0,16.78,1995.0,190.0,1,0,0,0,0,0,0,0,0,0,2
779000,7032,5.0,19.0,1199.0,88.76,0,0,1,0,1,0,0,0,0,0,2
645000,11000,5.0,14.3,1598.0,103.5,0,0,1,0,0,0,0,0,0,0,5
2475000,2000,5.0,16.8,1984.0,150.0,1,0,0,0,0,0,0,0,0,0,3
2625000,9000,5.0,13.6,1999.0,177.0,1,0,0,0,0,0,0,0,0,0,4
5150000,20000,5.0,22.37,2487.0,214.56,0,0,1,0,0,0,0,0,0,0,2
3200000,45000,5.0,19.33,1999.0,177.0,1,0,0,0,0,0,0,0,0,0,4
503000,110000,7.0,14.1,2179.0,147.94,1,0,0,1,0,1,0,0,0,0,6
3800000,20000,5.0,18.0,1969.0,190.0,1,0,0,1,0,0,0,0,0,0,2
2000000,68089,5.0,19.16,2494.0,157.7,0,0,1,0,1,0,0,0,0,0,5
225000,58343,5.0,21.79,998.0,67.05,0,0,1,0,1,1,0,0,0,0,8
740000,38817,5.0,27.39,1248.0,74.0,1,0,0,0,0,1,0,0,0,0,3
550000,56494,5.0,18.2,1199.0,88.7,0,0,1,0,1,1,0,0,0,0,5
750000,79328,7.0,12.99,2494.0,100.6,1,0,0,0,1,1,0,1,0,0,8
650000,5621,5.0,22.0,1197.0,81.8,0,0,1,0,1,0,0,0,0,0,2
625000,25538,5.0,16.78,1496.0,88.73,0,0,1,0,1,1,0,0,0,0,4
600000,69779,5.0,22.0,1197.0,81.8,0,0,1,0,0,0,0,0,0,0,3
450000,56290,5.0,24.0,1186.0,73.97,1,0,0,0,0,1,0,0,0,0,4
5400000,7500,5.0,16.78,1995.0,190.0,1,0,0,0,0,0,0,0,0,0,2
5500000,8500,5.0,16.78,1995.0,190.0,1,0,0,0,0,0,0,0,0,0,2
779000,7032,5.0,19.0,1199.0,88.76,0,0,1,0,1,0,0,0,0,0,2
645000,11000,5.0,14.3,1598.0,103.5,0,0,1,0,0,0,0,0,0,0,5
2475000,2000,5.0,16.8,1984.0,150.0,1,0,0,0,0,0,0,0,0,0,3
2625000,9000,5.0,13.6,1999.0,177.0,1,0,0,0,0,0,0,0,0,0,4
5150000,20000,5.0,22.37,2487.0,214.56,0,0,1,0,0,0,0,0,0,0,2
3200000,45000,5.0,19.33,1999.0,177.0,1,0,0,0,0,0,0,0,0,0,4
503000,110000,7.0,14.1,2179.0,147.94,1,0,0,1,0,1,0,0,0,0,6
3800000,20000,5.0,18.0,1969.0,190.0,1,0,0,1,0,0,0,0,0,0,2
2000000,68089,5.0,19.16,2494.0,157.7,0,0,1,0,1,0,0,0,0,0,5
225000,58343,5.0,21.79,998.0,67.05,0,0,1,0,1,1,0,0,0,0,8
